"GRUPA_ID","SEKCIJA_ID","PODSEKCIJA_ID","PASMINA_ID","FCI_BROJ","NAZIV","ENGLESKI_NAZIV","PODSEKCIJA","SEKCIJA","GRUPA","ZEMLJA_PODRIJETLA","ILUSTRACIJA"
"3","8","","124","11","BULL TERRIER","BULL TERRIER","","Bull type Terriers","Terriers","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/011g03.jpg"
"3","8","","125","359","MINIATURE BULL TERRIER","MINIATURE BULL TERRIER","","Bull type Terriers","Terriers","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/359g03.jpg"
"3","8","","126","76","STAFFORDSHIRE BULL TERRIER","STAFFORDSHIRE BULL TERRIER","","Bull type Terriers","Terriers","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/076g03.jpg"
"3","8","","127","286","AMERICAN STAFFORDSHIRE TERRIER","AMERICAN STAFFORDSHIRE TERRIER","","Bull type Terriers","Terriers","UNITED STATES OF AMERICA",""
"3","9","","128","236","AUSTRALIAN SILKY TERRIER","AUSTRALIAN SILKY TERRIER","","Toy Terriers","Terriers","AUSTRALIA","http://www.fci.be/Nomenclature/Illustrations/236g03.jpg"
"3","9","","129","13","ENGLISH TOY TERRIER","ENGLISH TOY TERRIER (BLACK &TAN)","","Toy Terriers","Terriers","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/013g03.jpg"
"3","9","","130","86","YORKSHIRE TERRIER","YORKSHIRE TERRIER","","Toy Terriers","Terriers","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/086g03.jpg"
"4","","","131","148","DACHSHUND","DACHSHUND","","","Dachshunds","GERMANY","http://www.fci.be/Nomenclature/Illustrations/148g04-1.jpg"
"5","10","","132","211","CANADIAN ESKIMO DOG","CANADIAN ESKIMO DOG","","Nordic Sledge Dogs","Spitz and primitive types","CANADA","http://www.fci.be/Nomenclature/Illustrations/211g05.jpg"
"5","10","","133","274","GRØNLANDSHUND","GREENLAND DOG","","Nordic Sledge Dogs","Spitz and primitive types","GREENLAND","http://www.fci.be/Nomenclature/Illustrations/274g05.jpg"
"5","10","","134","212","SAMOIEDSKAÏA SABAKA","SAMOYED","","Nordic Sledge Dogs","Spitz and primitive types","NORTHERN RUSSIA, SIBERIA","http://www.fci.be/Nomenclature/Illustrations/212g05.jpg"
"5","10","","135","243","ALASKAN MALAMUTE","ALASKAN MALAMUTE","","Nordic Sledge Dogs","Spitz and primitive types","UNITED STATES OF AMERICA",""
"5","10","","136","270","SIBERIAN HUSKY","SIBERIAN HUSKY","","Nordic Sledge Dogs","Spitz and primitive types","UNITED STATES OF AMERICA",""
"5","11","","137","49","SUOMENPYSTYKORVA","FINNISH SPITZ","","Nordic Hunting Dogs","Spitz and primitive types","FINLAND","http://www.fci.be/Nomenclature/Illustrations/049g05-1.jpg"
"5","11","","138","48","KARJALANKARHUKOIRA","KARELIAN BEAR DOG","","Nordic Hunting Dogs","Spitz and primitive types","FINLAND","http://www.fci.be/Nomenclature/Illustrations/048g05-1.jpg"
"5","11","","139","268","NORSK ELGHUND SORT","NORWEGIAN ELKHOUND BLACK","","Nordic Hunting Dogs","Spitz and primitive types","NORWAY","http://www.fci.be/Nomenclature/Illustrations/268g05.jpg"
"5","11","","140","242","NORSK ELGHUND GRÅ","NORWEGIAN ELKHOUND GREY","","Nordic Hunting Dogs","Spitz and primitive types","NORWAY","http://www.fci.be/Nomenclature/Illustrations/242g05.jpg"
"5","11","","141","265","NORSK LUNDEHUND","NORWEGIAN LUNDEHUND","","Nordic Hunting Dogs","Spitz and primitive types","NORWAY","http://www.fci.be/Nomenclature/Illustrations/265g05.jpg"
"5","11","","142","305","VOSTOTCHNO-SIBIRSKAÏA LAÏKA","EAST SIBERIAN LAIKA","","Nordic Hunting Dogs","Spitz and primitive types","RUSSIA","http://www.fci.be/Nomenclature/Illustrations/305g05-1.jpg"
"5","11","","143","304","RUSSKO-EVROPEÏSKAÏA LAÏKA","RUSSIAN-EUROPEAN LAIKA","","Nordic Hunting Dogs","Spitz and primitive types","RUSSIA",""
"5","11","","144","306","ZAPADNO-SIBIRSKAÏA LAÏKA","WEST SIBERIAN LAIKA","","Nordic Hunting Dogs","Spitz and primitive types","RUSSIA",""
"5","11","","145","42","JÄMTHUND","JÄMTHUND","","Nordic Hunting Dogs","Spitz and primitive types","SWEDEN","http://www.fci.be/Nomenclature/Illustrations/042g05.jpg"
"5","11","","146","276","NORRBOTTENSPETS","NORRBOTTENSPITZ","","Nordic Hunting Dogs","Spitz and primitive types","SWEDEN","http://www.fci.be/Nomenclature/Illustrations/276g05.jpg"
"5","12","","147","189","SUOMENLAPINKOIRA","FINNISH LAPPONIAN DOG","","Nordic Watchdogs and Herders","Spitz and primitive types","FINLAND","http://www.fci.be/Nomenclature/Illustrations/189g05-1.jpg"
"5","12","","148","284","LAPINPOROKOIRA","LAPPONIAN HERDER","","Nordic Watchdogs and Herders","Spitz and primitive types","FINLAND",""
"5","12","","149","289","ÍSLENSKUR FJÁRHUNDUR","ICELANDIC SHEEPDOG","","Nordic Watchdogs and Herders","Spitz and primitive types","ICELAND","http://www.fci.be/Nomenclature/Illustrations/289g05.jpg"
"5","12","","150","237","NORSK BUHUND","NORWEGIAN BUHUND","","Nordic Watchdogs and Herders","Spitz and primitive types","NORWAY","http://www.fci.be/Nomenclature/Illustrations/237g05.jpg"
"5","12","","151","135","SVENSK LAPPHUND","SWEDISH LAPPHUND","","Nordic Watchdogs and Herders","Spitz and primitive types","SWEDEN",""
"5","12","","152","14","VÄSTGÖTASPETS","SWEDISH VALLHUND","","Nordic Watchdogs and Herders","Spitz and primitive types","SWEDEN","http://www.fci.be/Nomenclature/Illustrations/014g05.jpg"
"5","13","","153","97","DEUTSCHER SPITZ","GERMAN SPITZ","","European Spitz","Spitz and primitive types","GERMANY","http://www.fci.be/Nomenclature/Illustrations/097g05-1.jpg"
"5","13","","154","195","VOLPINO ITALIANO","ITALIAN VOLPINO","","European Spitz","Spitz and primitive types","ITALY",""
"5","14","","155","205","CHOW CHOW","CHOW CHOW","","Asian Spitz and related breeds","Spitz and primitive types","CHINA","http://www.fci.be/Nomenclature/Illustrations/205g05.jpg"
"5","14","","156","291","EURASIER","EURASIAN","","Asian Spitz and related breeds","Spitz and primitive types","GERMANY","http://www.fci.be/Nomenclature/Illustrations/291g05.jpg"
"5","14","","157","255","AKITA","AKITA","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/255g05.jpg"
"5","14","","158","344","AMERICAN AKITA","AMERICAN AKITA","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN",""
"5","14","","159","261","HOKKAIDO","HOKKAIDO","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/261g05.jpg"
"5","14","","160","262","NIHON SUPITTSU","JAPANESE SPITZ","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/262g05.jpg"
"5","14","","161","317","KAI","KAI","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/317g05.jpg"
"5","14","","162","318","KISHU","KISHU","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/318g05.jpg"
"5","14","","163","257","SHIBA","SHIBA","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/257g05.jpg"
"5","14","","164","319","SHIKOKU","SHIKOKU","","Asian Spitz and related breeds","Spitz and primitive types","JAPAN","http://www.fci.be/Nomenclature/Illustrations/319g05.jpg"
"5","14","","165","334","KOREA JINDO DOG","KOREA JINDO DOG","","Asian Spitz and related breeds","Spitz and primitive types","REPUBLIC OF KOREA","http://www.fci.be/Nomenclature/Illustrations/334g05.jpg"
"5","15","","166","43","BASENJI","BASENJI","","Primitive type","Spitz and primitive types","CENTRAL AFRICA",""
"5","15","","167","273","CANAAN DOG","CANAAN DOG","","Primitive type","Spitz and primitive types","ISRAEL",""
"5","15","","168","248","PHARAOH HOUND","PHARAOH HOUND","","Primitive type","Spitz and primitive types","MALTA",""
"5","15","","169","234","XOLOITZCUINTLE","XOLOITZCUINTLE","","Primitive type","Spitz and primitive types","MEXICO","http://www.fci.be/Nomenclature/Illustrations/234g05-1.jpg"
"5","15","","170","310","PERRO SIN PELO DEL PERÚ","PERUVIAN HAIRLESS DOG","","Primitive type","Spitz and primitive types","PERU","http://www.fci.be/Nomenclature/Illustrations/310g05.jpg"
"5","16","","171","199","CIRNECO DELL'ETNA","CIRNECO DELL'ETNA","","Primitive type - Hunting Dogs","Spitz and primitive types","ITALY",""
"5","16","","172","94","PODENGO PORTUGUÊS","PORTUGUESE WARREN HOUND-PORTUGUESE PODENGO","","Primitive type - Hunting Dogs","Spitz and primitive types","PORTUGAL","http://www.fci.be/Nomenclature/Illustrations/094g05-1.jpg"
"5","16","","173","329","PODENCO CANARIO","CANARIAN WARREN HOUND","","Primitive type - Hunting Dogs","Spitz and primitive types","SPAIN","http://www.fci.be/Nomenclature/Illustrations/329g05.jpg"
"5","16","","174","89","PODENCO IBICENCO","IBIZAN PODENCO","","Primitive type - Hunting Dogs","Spitz and primitive types","SPAIN",""
"5","16","","175","348","TAIWAN DOG","TAIWAN DOG","","Primitive type - Hunting Dogs","Spitz and primitive types","TAIWAN",""
"5","16","","176","338","THAI RIDGEBACK DOG","THAI RIDGEBACK DOG","","Primitive type - Hunting Dogs","Spitz and primitive types","THAILAND",""
"6","17","7","177","84","CHIEN DE SAINT HUBERT","BLOODHOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","BELGIUM",""
"6","17","7","178","25","BILLY","BILLY","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/025g06.jpg"
"6","17","7","179","219","FRANÇAIS TRICOLORE","FRENCH TRICOLOUR HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","7","180","220","FRANÇAIS BLANC ET NOIR","FRENCH WHITE & BLACK HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/220g06.jpg"
"6","17","7","181","316","FRANÇAIS BLANC ET ORANGE","FRENCH WHITE AND ORANGE HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","7","182","21","GASCON SAINTONGEOIS","GASCON SAINTONGEOIS","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","7","183","282","GRAND GRIFFON VENDEEN","GRAND GRIFFON VENDEEN","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/282g06.jpg"
"6","17","7","184","322","GRAND ANGLO-FRANÇAIS TRICOLORE","GREAT ANGLO-FRENCH TRICOLOUR HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","7","185","324","GRAND ANGLO-FRANÇAIS BLANC ET ORANGE","GREAT ANGLO-FRENCH WHITE & ORANGE HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","7","186","323","GRAND ANGLO-FRANÇAIS BLANC ET NOIR","GREAT ANGLO-FRENCH WHITE AND BLACK HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/323g06.jpg"
"6","17","7","187","22","GRAND BLEU DE GASCOGNE","GREAT GASCONY BLUE","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/022g06.jpg"
"6","17","7","188","24","POITEVIN","POITEVIN","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/024g06.jpg"
"6","17","7","189","159","ENGLISH FOXHOUND","ENGLISH FOXHOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","GREAT BRITAIN",""
"6","17","7","190","294","OTTERHOUND","OTTERHOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/294g06.jpg"
"6","17","7","191","52","OGAR POLSKI","POLISH HOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","POLAND","http://www.fci.be/Nomenclature/Illustrations/052g06.jpg"
"6","17","7","192","303","AMERICAN FOXHOUND","AMERICAN FOXHOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","UNITED STATES OF AMERICA",""
"6","17","7","193","300","BLACK AND TAN COONHOUND","BLACK AND TAN COONHOUND","Large-sized Hounds","Scent hounds","Scent hounds and related breeds","UNITED STATES OF AMERICA","http://www.fci.be/Nomenclature/Illustrations/300g06.jpg"
"6","17","8","194","63","BRANDLBRACKE - (VIERÄUGL)","AUSTRIAN BLACK AND TAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","AUSTRIA","http://www.fci.be/Nomenclature/Illustrations/063g06.jpg"
"6","17","8","195","62","STEIRISCHE RAUHHAARBRACKE","COARSE-HAIRED STYRIAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","AUSTRIA","http://www.fci.be/Nomenclature/Illustrations/062g06.jpg"
"6","17","8","196","68","TIROLER BRACKE","TYROLEAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","AUSTRIA",""
"6","17","8","197","155","BOSANSKI OSTRODLAKI GONIC-BARAK","BOSNIAN BROKEN-HAIRED HOUND - CALLED BARAK","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","BOSNIA AND HERZEGOVINA","http://www.fci.be/Nomenclature/Illustrations/155g06.jpg"
"6","17","8","198","151","ISTARSKI KRATKODLAKI GONIC","ISTRIAN SHORT-HAIRED HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","CROATIA","http://www.fci.be/Nomenclature/Illustrations/151g06.jpg"
"6","17","8","199","152","ISTARSKI OSTRODLAKI GONIC","ISTRIAN WIRE-HAIRED HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","CROATIA","http://www.fci.be/Nomenclature/Illustrations/152g06.jpg"
"6","17","8","200","154","POSAVSKI GONIC","POSAVATZ HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","CROATIA","http://www.fci.be/Nomenclature/Illustrations/154g06.jpg"
"6","17","8","201","51","SUOMENAJOKOIRA","FINNISH HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FINLAND",""
"6","17","8","202","20","ARIEGEOIS","ARIEGEOIS","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/020g06.jpg"
"6","17","8","203","28","CHIEN D'ARTOIS","ARTOIS HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/028g06.jpg"
"6","17","8","204","290","BEAGLE HARRIER","BEAGLE HARRIER","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","8","205","32","GRIFFON BLEU DE GASCOGNE","BLUE GASCONY GRIFFON","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","8","206","19","BRIQUET GRIFFON VENDEEN","BRIQUET GRIFFON VENDEEN","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/019g06.jpg"
"6","17","8","207","66","GRIFFON FAUVE DE BRETAGNE","FAWN BRITTANY GRIFFON","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/066g06.jpg"
"6","17","8","208","17","GRIFFON NIVERNAIS","GRIFFON NIVERNAIS","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/017g06.jpg"
"6","17","8","209","325","ANGLO-FRANÇAIS DE PETITE VENERIE","MEDIUM-SIZED ANGLO-FRENCH HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","8","210","30","PORCELAINE","PORCELAINE","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE","http://www.fci.be/Nomenclature/Illustrations/030g06.jpg"
"6","17","8","211","31","PETIT BLEU DE GASCOGNE","SMALL BLUE GASCONY","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","8","212","295","HARRIER","HARRIER","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","GREAT BRITAIN",""
"6","17","8","213","214","HELLINIKOS ICHNILATIS","HELLENIC HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","GREECE",""
"6","17","8","214","241","ERDÉLYI KOPÓ","HUNGARIAN HOUND - TRANSYLVANIAN SCENT HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","HUNGARY","http://www.fci.be/Nomenclature/Illustrations/241g06.jpg"
"6","17","8","215","198","SEGUGIO ITALIANO A PELO FORTE","ITALIAN ROUGH-HAIRED SEGUGIO","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","ITALY",""
"6","17","8","216","337","SEGUGIO ITALIANO A PELO RASO","ITALIAN SHORT-HAIRED SEGUGIO","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds","ITALY","http://www.fci.be/Nomenclature/Illustrations/337g06.jpg"
"6","17","8","217","279","CRNOGORSKI PLANINSKI GONIC","MONTENEGRIN MOUNTAIN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," MONTENEGRO","http://www.fci.be/Nomenclature/Illustrations/279g06.jpg"
"6","17","8","218","267","HALDENSTØVER","HALDEN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," NORWAY","http://www.fci.be/Nomenclature/Illustrations/267g06.jpg"
"6","17","8","219","266","HYGENHUND","HYGEN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," NORWAY","http://www.fci.be/Nomenclature/Illustrations/266g06.jpg"
"6","17","8","220","203","DUNKER","NORWEGIAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," NORWAY","http://www.fci.be/Nomenclature/Illustrations/203g06.jpg"
"6","17","8","221","354","GONCZY POLSKI","POLISH HUNTING DOG","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," POLAND",""
"6","17","8","222","150","SRPSKI GONIC","SERBIAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SERBIA","http://www.fci.be/Nomenclature/Illustrations/150g06.jpg"
"6","17","8","223","229","SRPSKI TROBOJNI GONIC","SERBIAN TRICOLOUR HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SERBIA","http://www.fci.be/Nomenclature/Illustrations/229g06.jpg"
"6","17","8","224","244","SLOVENSKÝ KOPOV","SLOVAKIAN HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SLOVAKIA",""
"6","17","8","225","204","SABUESO ESPAÑOL","SPANISH HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SPAIN",""
"6","17","8","226","132","HAMILTONSTÖVARE","HAMILTONSTÖVARE","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SWEDEN","http://www.fci.be/Nomenclature/Illustrations/132g06.jpg"
"6","17","8","227","131","SCHILLERSTÖVARE","SCHILLERSTÖVARE","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SWEDEN","http://www.fci.be/Nomenclature/Illustrations/131g06.jpg"
"6","17","8","228","129","SMÅLANDSSTÖVARE","SMÅLANDSSTÖVARE","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SWEDEN","http://www.fci.be/Nomenclature/Illustrations/129g06.jpg"
"6","17","8","229","59","SCHWEIZER LAUFHUND - CHIEN COURANT SUISSE","SWISS HOUND","Medium-sized Hounds","Scent hounds","Scent hounds and related breeds"," SWITZERLAND","http://www.fci.be/Nomenclature/Illustrations/059g06-1.jpg"
"6","17","9","230","36","BASSET FAUVE DE BRETAGNE","BASSET FAUVE DE BRETAGNE","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","9","231","35","BASSET BLEU DE GASCOGNE","BLUE GASCONY BASSET","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","9","232","33","GRAND BASSET GRIFFON VENDEEN","GRAND BASSET GRIFFON VENDEEN","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","9","233","34","BASSET ARTESIEN NORMAND","NORMAN ARTESIEN BASSET","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","9","234","67","PETIT BASSET GRIFFON VENDEEN","PETIT BASSET GRIFFON VENDEEN","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","FRANCE",""
"6","17","9","235","299","DEUTSCHE BRACKE","GERMAN HOUND","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","GERMANY",""
"6","17","9","236","100","WESTFÄLISCHE DACHSBRACKE","WESTPHALIAN DACHSBRACKE","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","GERMANY",""
"6","17","9","237","163","BASSET HOUND","BASSET HOUND","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/163g06.jpg"
"6","17","9","238","161","BEAGLE","BEAGLE","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","GREAT BRITAIN","http://www.fci.be/Nomenclature/Illustrations/161g06.jpg"
"6","17","9","239","130","DREVER","DREVER","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","SWEDEN","http://www.fci.be/Nomenclature/Illustrations/130g06.jpg"
"6","17","9","240","60","SCHWEIZER NIEDERLAUFHUND","SMALL SWISS HOUND","Small-sized Hounds","Scent hounds","Scent hounds and related breeds","SWITZERLAND","http://www.fci.be/Nomenclature/Illustrations/060g06-1.jpg"
"6","18","","241","254","ALPENLÄNDISCHE DACHSBRACKE","ALPINE DACHSBRACKE","","Leash (scent) Hounds","Scent hounds and related breeds","AUSTRIA",""
"6","18","","242","217","BAYERISCHER GEBIRGSSCHWEISSHUND","BAVARIAN MOUNTAIN SCENT HOUND","","Leash (scent) Hounds","Scent hounds and related breeds","GERMANY","http://www.fci.be/Nomenclature/Illustrations/217g06-1.jpg"
"6","18","","243","213","HANNOVERSCHER SCHWEISSHUND","HANOVERIAN SCENT HOUND","","Leash (scent) Hounds","Scent hounds and related breeds","GERMANY","http://www.fci.be/Nomenclature/Illustrations/213g06-1.jpg"
"6","19","","244","153","DALMATINSKI PAS","DALMATIAN","","Related breeds","Scent hounds and related breeds","CROATIA","http://www.fci.be/Nomenclature/Illustrations/153g06.jpg"
"6","19","","245","146","RHODESIAN RIDGEBACK","RHODESIAN RIDGEBACK","","Related breeds","Scent hounds and related breeds","SOUTH AFRICA",""
"7","20","10","246","281","GAMMEL DANSK HØNSEHUND","OLD DANISH POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","DENMARK",""
"7","20","10","247","177","BRAQUE DE L'ARIEGE","ARIEGE POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","10","248","180","BRAQUE D'AUVERGNE","AUVERGNE POINTER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE","http://www.fci.be/Nomenclature/Illustrations/180g07.jpg"
"7","20","10","249","179","BRAQUE DU BOURBONNAIS","BOURBONNAIS POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE","http://www.fci.be/Nomenclature/Illustrations/179g07.jpg"
"7","20","10","250","133","BRAQUE FRANÇAIS - TYPE GASCOGNE","FRENCH POINTING DOG - GASCOGNE TYPE","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","10","251","134","BRAQUE FRANÇAIS - TYPE PYRENEES","FRENCH POINTING DOG - PYRENEAN TYPE","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","10","252","115","BRAQUE SAINT-GERMAIN","SAINT GERMAIN POINTER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","10","253","232","DEUTSCH STICHELHAAR","DEUTSCH STICHELHAAR","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","GERMANY","http://www.fci.be/Nomenclature/Illustrations/232g07.jpg"
"7","20","10","254","119","DEUTSCH KURZHAAR","GERMAN SHORT- HAIRED POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","GERMANY","http://www.fci.be/Nomenclature/Illustrations/119g07.jpg"
"7","20","10","255","98","DEUTSCH DRAHTHAAR","GERMAN WIRE- HAIRED POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","GERMANY","http://www.fci.be/Nomenclature/Illustrations/098g07.jpg"
"7","20","10","256","216","PUDELPOINTER","PUDELPOINTER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","GERMANY",""
"7","20","10","257","99","WEIMARANER","WEIMARANER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","GERMANY",""
"7","20","10","258","57","RÖVIDSZÖRÜ MAGYAR VIZSLA","HUNGARIAN SHORT-HAIRED POINTER (VIZSLA)","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","HUNGARY","http://www.fci.be/Nomenclature/Illustrations/057g07.jpg"
"7","20","10","259","239","DRÖTZÖRÜ MAGYAR VIZSLA","HUNGARIAN WIRE-HAIRED POINTER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","HUNGARY","http://www.fci.be/Nomenclature/Illustrations/239g07.jpg"
"7","20","10","260","202","BRACCO ITALIANO","ITALIAN POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","ITALY","http://www.fci.be/Nomenclature/Illustrations/202g07.jpg"
"7","20","10","261","187","PERDIGUEIRO PORTUGUÊS","PORTUGUESE POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","PORTUGAL","http://www.fci.be/Nomenclature/Illustrations/187g07.jpg"
"7","20","10","262","320","SLOVENSKÝ HRUBOSRSTÝ STAVAC (OHAR)","WIREHAIRED SLOVAKIAN POINTER","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","SLOVAKIA",""
"7","20","10","263","90","PERDIGUERO DE BURGOS","BURGOS POINTING DOG","«Braque»Type","Continental Pointing Dogs","Pointing Dogs","SPAIN",""
"7","20","11","264","106","EPAGNEUL BLEU DE PICARDIE","BLUE PICARDY SPANIEL","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","11","265","95","EPAGNEUL BRETON","BRITTANY SPANIEL","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","FRANCE","http://www.fci.be/Nomenclature/Illustrations/095g07.jpg"
"7","20","11","266","175","EPAGNEUL FRANÇAIS","FRENCH SPANIEL","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","FRANCE","http://www.fci.be/Nomenclature/Illustrations/175g07.jpg"
"7","20","11","267","108","EPAGNEUL PICARD","PICARDY SPANIEL","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","11","268","114","EPAGNEUL DE PONT-AUDEMER","PONT-AUDEMER SPANIEL","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","FRANCE",""
"7","20","11","269","117","DEUTSCH LANGHAAR","DEUTSCH LANGHAAR","Spaniel Type","Continental Pointing Dogs","Pointing Dogs","GERMANY","http://www.fci.be/Nomenclature/Illustrations/117g07.jpg"
